guid,id,name,Platform,Rating,Score,Action,Shooter,Adventure,Platformer,Shoot 'Em Up,Fighting,Driving/Racing,First-Person Shooter,Action-Adventure,Puzzle,Brawler,Strategy,Wrestling,Role-Playing,Light-Gun Shooter,Sports,Compilation,Boxing,Music/Rhythm,Baseball,Simulation,Vehicular Combat,Card Game,Golf,Football,Dual-Joystick Shooter,Soccer,Trivia/Board Game,Flight Simulator,Tennis,Hockey,Pinball,MMORPG,Real-Time Strategy,Block-Breaking,Basketball,Bowling,Minigame Collection,MOBA,Educational,Snowboarding/Skiing,Text Adventure,Fishing,Skateboarding,Gambling,Billiards,Track & Field,Fitness,Cricket
3030-13327,13327,Art of Fighting 2,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13388,13388,Shock Troopers,Switch,T,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13463,13463,Real Bout Fatal Fury Special,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13470,13470,Dragon Warrior Monsters,Switch,E,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13526,13526,Star Wars: Episode I - Racer,Switch,E,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13666,13666,Gain Ground,Switch,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13714,13714,Last Resort,Switch,T,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13742,13742,G-Loc Air Battle,Switch,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
3030-13918,13918,Ice Climber,Switch,E,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13947,13947,SNK Gals Fighters,Switch,E,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13960,13960,Life Force,Switch,E,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-13999,13999,Kizuna Encounter: Super Tag Battle,Switch,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14228,14228,Bust-A-Move,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14304,14304,Sengoku,Switch,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14523,14523,Star Wars: Jedi Knight II - Jedi Outcast,Switch,T,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14537,14537,Doom 3,Switch,M,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14614,14614,Turok: Dinosaur Hunter,Switch,M,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14689,14689,Kowloon Youma Gakuen Ki,Switch,,,,,Yes,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14727,14727,Pilotwings,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
3030-14862,14862,Moorhuhn Remake,Switch,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-14929,14929,Real Bout Fatal Fury 2: The Newcomers,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15025,15025,Excitebike,Switch,E,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15242,15242,F-Zero,Switch,K-A,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15334,15334,Crazy Climber,Switch,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15418,15418,Zero Gunner 2,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15480,15480,Yie Ar Kung-Fu,Switch,E10+,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15504,15504,Top Hunter: Roddy & Cathy,Switch,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15508,15508,Gradius,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15544,15544,Super Mario Bros.,Switch,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15629,15629,Breath of Fire,Switch,E,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15672,15672,Final Fantasy Crystal Chronicles,Switch,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15728,15728,The King of Fighters 2000,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15836,15836,D/Generation,Switch,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15890,15890,Kirby's Adventure,Switch,E,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16064,16064,World Heroes 2 JET,Switch,K-A,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16241,16241,Zelda II: The Adventure of Link,Switch,E,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16305,16305,Dragon Warrior,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16400,16400,Aggressors of Dark Kombat,Switch,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16407,16407,Samurai Shodown II,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16504,16504,Commander Keen: Keen Dreams,Switch,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16610,16610,Burning Fight,Switch,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16738,16738,Galaxy Fight: Universal Warriors,Switch,E10+,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16741,16741,Devil May Cry 2,Switch,M,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16788,16788,Doom 64,Switch,M,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16848,16848,Dragon Warrior III,Switch,T,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16922,16922,Star Wars: Jedi Knight - Jedi Academy,Switch,T,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16965,16965,Syberia,Switch,T,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17031,17031,Ghosts 'N Goblins,Switch,E,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17073,17073,Pooyan,Switch,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17106,17106,Baseball Stars Professional,Switch,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17483,17483,Out of This World,Switch,T,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17576,17576,Front Line,Switch,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17641,17641,Dr. Mario,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17676,17676,Monster Rancher,Switch,K-A,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17678,17678,The Last Blade,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17791,17791,Neo Turf Masters,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17884,17884,Secret Files: Tunguska,Switch,T,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17904,17904,Mr. Driller: Drill Land,Switch,,,Yes,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18240,18240,The King of Fighters 2003,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18293,18293,Renegade,Switch,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18395,18395,Strikers 1945,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18540,18540,Disgaea: Hour of Darkness,Switch,T,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18554,18554,World Heroes,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18568,18568,The King of Fighters '95,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18648,18648,Night Trap,Switch,M,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18664,18664,Super Tennis,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
3030-18783,18783,BreakThru,Switch,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18841,18841,Crossed Swords,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18942,18942,Alpha Mission,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18953,18953,Planetarian: The Reverie of a Little Planet,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18963,18963,Thrash Rally,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19053,19053,Doukoku Soshite...,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19071,19071,Super Mario Kart,Switch,E,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19127,19127,Hoshi wo Miru Hito,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19197,19197,Yoshi,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19200,19200,Fatal Fury Special,Switch,K-A,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19210,19210,Aero Fighters 2,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19251,19251,Robo Army,Switch,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19416,19416,Donkey Kong Jr.,Switch,E,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19626,19626,World Heroes 2,Switch,T,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19695,19695,Commandos 2: Men of Courage,Switch,T,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19726,19726,Mario Bros.,Switch,E,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19735,19735,Saint Dragon,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19931,19931,Gunbird 2,Switch,T,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19991,19991,Stunt Race FX,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20124,20124,Cave Story,Switch,E10+,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20332,20332,Shock Troopers: 2nd Squad,Switch,T,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20555,20555,Ōkami,Switch,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20569,20569,Resident Evil 5,Switch,M,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20646,20646,de Blob,Switch,E,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20647,20647,World of Goo,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20654,20654,Doom,Switch,M,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20677,20677,The World Ends with You,Switch,T,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20688,20688,Ghostbusters: The Video Game,Switch,E10+,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20707,20707,Pro Wrestling,Switch,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20710,20710,Bayonetta,Switch,M,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20732,20732,Super BurgerTime,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20733,20733,Castle Crashers,Switch,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20744,20744,Ninja Gaiden,Switch,E10+,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20752,20752,Double Dragon,Switch,E,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20778,20778,Ice Hockey,Switch,E,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
3030-20780,20780,Tennis,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
3030-20789,20789,Ninja Combat,Switch,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20803,20803,Diablo III,Switch,M,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20836,20836,Tales of Vesperia,Switch,T,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20873,20873,Heavenly Guardian,Switch,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20885,20885,Pinball,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-20903,20903,Naruto: Ultimate Ninja Storm,Switch,T,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20911,20911,Final Fantasy Fables: Chocobo's Dungeon,Switch,E,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20971,20971,Valkyria Chronicles,Switch,T,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20974,20974,Super Mario Bros.: The Lost Levels,Switch,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20991,20991,Darksiders,Switch,M,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21095,21095,The Last Remnant,Switch,M,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21108,21108,Star Ocean: First Departure,Switch,T,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21110,21110,DC Universe Online,Switch,T,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
3030-21125,21125,Red Faction: Guerrilla,Switch,M,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21431,21431,Oddworld: Stranger's Wrath,Switch,T,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21500,21500,L.A. Noire,Switch,M,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21640,21640,Yggdra Union: We'll Never Fight Alone,Switch,T,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21682,21682,J.B. Harold Murder Club,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21761,21761,Metroid,Switch,E,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21799,21799,Blazing Star,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21861,21861,TwinBee,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21941,21941,Dragon Ball Z: Super Butoden,Switch,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22005,22005,Vs. Excitebike,Switch,E,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22096,22096,Golf,Switch,E,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22198,22198,Mr. Goemon,Switch,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22358,22358,Strikers 1945 II,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22363,22363,Strikers 1945 Plus,Switch,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22483,22483,Prehistoric Isle 2,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22517,22517,La-Mulana,Switch,E10+,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22631,22631,Alpha Mission II,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22998,22998,R-Type Dimensions,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23249,23249,Clannad,Switch,T,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23377,23377,Swords & Soldiers,Switch,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
3030-23648,23648,Machinarium,Switch,E10+,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23712,23712,Super Sidekicks 3: The Next Glory,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-23714,23714,Owlboy,Switch,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23825,23825,Super Sidekicks,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-23826,23826,Super Sidekicks 2: The World Championship,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-24108,24108,Dragon Warrior II,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24528,24528,Love,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24739,24739,Trine,Switch,E10+,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24783,24783,Dragon Quest X: Mezameshi Itsutsu no Shuzoku Online,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
3030-25114,25114,Super Meat Boy,Switch,T,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25222,25222,Vs. Super Mario Bros.,Switch,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25725,25725,Saints Row: The Third,Switch,M,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26416,26416,Money Puzzle Exchanger,Switch,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26561,26561,Rygar,Switch,E,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26620,26620,Silver Star Chess,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26878,26878,Zombie Panic in Wonderland,Switch,T,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27193,27193,MotoRace USA,Switch,E,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27195,27195,Power Spikes II,Switch,E,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27410,27410,Punch-Out!!,Switch,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27535,27535,Othello,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-27691,27691,Dust: An Elysian Tail,Switch,E10+,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27715,27715,Resident Evil,Switch,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27971,27971,Gem Smashers,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,
3030-29032,29032,City Builder,Switch,E,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29132,29132,Syberia 3,Switch,T,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29212,29212,Deadly Premonition,Switch,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29486,29486,Impossible Mission,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29649,29649,Gekido Advance: Kintaro's Revenge,Switch,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29745,29745,VVVVVV,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29940,29940,de Blob 2,Switch,E,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29966,29966,Vs. Wrecking Crew,Switch,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30060,30060,Art Of Balance,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30088,30088,Bulletstorm,Switch,M,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30106,30106,Street Hoop,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
3030-30107,30107,Super Real Darwin,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30108,30108,Wizard Fire,Switch,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30380,30380,Limbo,Switch,T,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
